,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2,Appliances
88,20.0,19.79,47.4266666666667,19.1,45.03,20.1,45.29,19.2,46.09,18.2,51.5266666666667,5.0,96.09,17.856666666666698,44.8333333333333,18.89,52.8,17.2,49.4633333333333,5.1,741.5666666666668,91.6666666666667,5.0,36.3333333333333,3.9,12.274425697978586,12.274425697978586,70.0
89,30.0,19.79,48.366666666666696,19.1,45.0,20.1,45.29,19.1666666666667,45.9666666666667,18.1,51.826666666666696,5.0,96.09,17.79,44.5666666666667,18.856666666666698,52.3633333333333,17.15,48.995,5.1,741.6833333333329,91.3333333333333,5.0,38.16666666666669,3.85,7.165218971204013,7.165218971204013,60.0
90,20.0,19.79,48.6666666666667,19.1,45.0,20.2,45.29,19.1666666666667,45.9,18.1,51.9666666666667,5.06,96.1566666666667,17.79,44.326666666666696,18.79,51.9633333333333,17.1,48.633333333333304,5.1,741.7999999999998,91.0,5.0,40.0,3.8,11.981470754835753,11.981470754835753,140.0
91,30.0,19.79,48.5333333333333,19.066666666666695,45.06,20.1333333333333,45.29,19.2,45.76,18.1,52.1266666666667,5.09,96.0266666666667,17.856666666666698,44.66,18.79,51.633333333333304,17.1,48.36,5.05,741.8833333333331,91.0,5.0,40.0,3.7333333333333294,2.946718863677233,2.946718863677233,110.0
92,10.0,19.89,50.0,19.0222222222222,45.0444444444444,20.15,45.245,19.2,45.6266666666667,18.033333333333296,52.2,5.09,95.76,18.0,45.063333333333304,18.79,51.395,17.1,48.0266666666667,5.0,741.966666666667,91.0,5.0,40.0,3.6666666666666705,32.11441292660311,32.11441292660311,90.0
93,0.0,19.89,48.7333333333333,19.1,45.2,20.1,45.2,19.1,45.5266666666667,18.05,52.4,5.0,95.4566666666667,18.0,44.4566666666667,18.7,51.045,17.1,47.7666666666667,4.95,742.0499999999998,91.0,5.0,40.0,3.6,43.813460634555675,43.813460634555675,60.0
94,0.0,19.89,48.0266666666667,19.033333333333296,45.1266666666667,20.1,45.2,19.1,45.4,18.0,52.5,4.7933333333333294,94.79,17.89,43.96,18.7,50.76,17.1,47.4666666666667,4.9,742.1333333333331,91.0,5.0,40.0,3.53333333333333,38.94573387224227,38.94573387224227,60.0
95,0.0,19.89,47.633333333333304,19.0,45.09,20.1,45.2,19.1,45.3633333333333,18.0,52.56,4.46666666666667,94.1933333333333,17.89,43.5666666666667,18.7,50.645,17.033333333333303,47.2666666666667,4.85,742.216666666667,91.0,5.0,40.0,3.4666666666666694,39.86544129438697,39.86544129438697,60.0
96,0.0,19.856666666666698,47.063333333333304,19.0,45.03,20.1,45.2,19.1,45.23,18.0,52.79,4.2975,94.45,17.856666666666698,43.1,18.7,50.42,17.0,46.93,4.8,742.2999999999998,91.0,5.0,40.0,3.4,22.763722680974748,22.763722680974748,50.0
97,0.0,19.79,46.6566666666667,19.0,44.9666666666667,20.1,45.1633333333333,19.1,45.09,17.926666666666698,52.79,4.06333333333333,94.1933333333333,17.79,42.7666666666667,18.6333333333333,50.1566666666667,17.0666666666667,46.79,4.883333333333329,742.3833333333331,91.0,5.0,38.16666666666669,3.4833333333333294,20.50420410232618,20.50420410232618,60.0
98,0.0,19.79,46.3333333333333,19.0,44.826666666666696,20.1,45.09,19.1,44.9666666666667,17.89,52.76,4.03,94.6666666666667,17.79,42.43,18.6666666666667,50.0266666666667,17.033333333333303,46.59,4.96666666666667,742.466666666667,91.0,5.0,36.3333333333333,3.56666666666667,40.54351213853806,40.54351213853806,50.0
99,0.0,19.79,46.0666666666667,19.0,44.645,20.1,45.1633333333333,19.033333333333296,44.7666666666667,17.89,52.0333333333333,4.09,95.0,17.79,42.23,18.6,49.826666666666696,17.033333333333303,46.39,5.05,742.5499999999998,91.0,5.0,34.5,3.65,30.246664513833817,30.246664513833817,30.0
100,0.0,19.76,45.8633333333333,18.963333333333296,44.56,20.033333333333296,44.9633333333333,19.0,44.6633333333333,18.0,50.9,4.1233333333333295,95.3966666666667,17.7,41.9666666666667,18.6,49.6633333333333,17.0,46.1633333333333,5.133333333333329,742.6333333333331,91.0,5.0,32.66666666666669,3.7333333333333294,32.73619640385732,32.73619640385732,40.0
101,0.0,19.7,45.79,18.963333333333296,44.4333333333333,20.0,44.9,19.066666666666695,44.59,18.0,50.4266666666667,4.263333333333329,95.79666666666668,17.7,41.8266666666667,18.6,49.59,17.0,46.03,5.21666666666667,742.716666666667,91.0,5.0,30.8333333333333,3.8166666666666704,17.659863596782085,17.659863596782085,30.0
102,0.0,19.7,45.6633333333333,18.89,44.29,20.0,44.9,19.1,44.6933333333333,18.0,49.93,4.463333333333329,96.26,17.7,41.6633333333333,18.6,49.4666666666667,17.0,45.8633333333333,5.3,742.7999999999998,91.0,5.0,29.0,3.9,13.513007294386624,13.513007294386624,260.0
103,0.0,19.7,45.59,18.89,44.23,19.89,44.9,19.1666666666667,45.0266666666667,18.0,49.6566666666667,4.73,96.46666666666668,17.7,41.59,18.533333333333296,49.4,17.0,45.73,5.48333333333333,742.8833333333331,90.1666666666667,5.0,30.8333333333333,3.95,49.63420305866748,49.63420305866748,500.0
104,0.0,19.73,47.7933333333333,18.926666666666698,44.23,19.89,44.9,19.36,45.36,18.0,49.5,5.03,96.56,17.7,41.5,18.5,49.26,17.0,45.6633333333333,5.66666666666667,742.966666666667,89.3333333333333,5.0,32.66666666666669,4.0,31.674663221929222,31.674663221929222,450.0
105,10.0,19.79,48.7933333333333,19.0,44.3633333333333,19.89,44.8633333333333,19.693333333333303,45.56,18.0,49.56,5.156666666666669,96.5,17.7,41.4,18.5,49.2,17.0,45.4633333333333,5.85,743.0499999999998,88.5,5.0,34.5,4.05,10.66040676087141,10.66040676087141,50.0
106,0.0,19.89,47.94,19.033333333333296,44.5666666666667,19.963333333333296,44.8633333333333,20.0,45.133333333333304,18.033333333333296,49.6266666666667,5.3333333333333295,96.56,17.7,41.3266666666667,18.5,49.09,17.033333333333303,45.29,6.03333333333333,743.1333333333331,87.6666666666667,5.0,36.3333333333333,4.1,6.468617403879762,6.468617403879762,60.0
107,0.0,19.89,47.16,19.033333333333296,44.5666666666667,19.926666666666698,44.79,20.066666666666695,44.86,18.1,49.5666666666667,5.4,96.29333333333328,17.7,41.26,18.5,49.09,17.033333333333303,45.23,6.21666666666667,743.216666666667,86.8333333333333,5.0,38.16666666666669,4.15,23.90590171562508,23.90590171562508,60.0
108,0.0,19.89,46.7666666666667,19.033333333333296,44.5,20.0,44.79,20.1333333333333,44.7,18.033333333333296,49.326666666666696,5.53,96.19,17.7,41.2,18.5,49.0,17.05,45.245,6.4,743.2999999999998,86.0,5.0,40.0,4.2,46.20372349163517,46.20372349163517,50.0
109,0.0,20.0,46.296666666666695,19.1,44.5,20.0,44.79,20.2,44.6266666666667,18.1,49.326666666666696,5.79666666666667,96.19,17.73,41.02666666666669,18.5,48.9333333333333,17.1,45.29,6.5,743.333333333333,85.1666666666667,5.3333333333333295,38.0,4.16666666666667,29.938048357144,29.938048357144,50.0
110,0.0,20.0,45.9633333333333,19.1,44.4666666666667,19.926666666666698,44.79,20.2,44.59,18.1,49.26,5.8333333333333295,95.02333333333327,17.79,40.9,18.426666666666698,48.59,17.1,45.23,6.6,743.366666666667,84.3333333333333,5.66666666666667,36.0,4.133333333333329,48.80853474605829,48.80853474605829,50.0
111,0.0,20.0,46.2233333333333,19.1,44.4,19.945,44.79,20.1333333333333,44.4633333333333,18.1,49.1266666666667,5.96666666666667,94.5633333333333,17.79,40.7,18.5,48.4633333333333,17.1,45.2,6.7,743.4,83.5,6.0,34.0,4.1,36.589625594206154,36.589625594206154,60.0
112,0.0,20.0,45.9633333333333,19.1,44.29,19.89,44.76,20.1,44.1633333333333,18.1,49.09,6.245,93.745,17.856666666666698,40.6266666666667,18.5,48.19,17.1,45.1266666666667,6.8,743.4333333333329,82.6666666666667,6.3333333333333295,32.0,4.06666666666667,17.836345604155213,17.836345604155213,60.0
113,0.0,20.0,45.7233333333333,19.15,44.245,19.89,44.7,20.1,44.03,18.1,49.0,6.43333333333333,91.23,17.823333333333302,40.4666666666667,18.5,47.9666666666667,17.1,45.2,6.9,743.466666666667,81.8333333333333,6.6666666666666705,30.0,4.03333333333333,21.573684527538717,21.573684527538717,60.0
114,0.0,20.0,45.6633333333333,19.2,44.2,19.963333333333296,44.7,20.033333333333296,43.9,18.1,48.9333333333333,6.5,88.8966666666667,17.89,40.3266666666667,18.566666666666695,47.826666666666696,17.1,45.2,7.0,743.5,81.0,7.0,28.0,4.0,7.4105780338868525,7.4105780338868525,60.0
115,0.0,20.033333333333296,45.5,19.2,44.1266666666667,19.963333333333296,44.7,20.033333333333296,43.6933333333333,18.066666666666695,49.0,6.59,85.4633333333333,17.9175,40.24,18.566666666666695,47.59,17.1,45.06,7.0833333333333295,743.5,80.6666666666667,7.0,30.0,4.01666666666667,0.6538787740282714,0.6538787740282714,190.0
116,0.0,20.1,45.6933333333333,19.2,43.9,20.0,44.79,20.0,43.845,18.0,49.4,6.656666666666671,84.3966666666667,17.926666666666698,40.03,18.55,47.545,17.1,45.0,7.16666666666667,743.5,80.3333333333333,7.0,32.0,4.03333333333333,35.77830330468714,35.77830330468714,220.0
117,0.0,20.1,45.4,19.2,43.9,20.0,44.79,20.0,43.826666666666696,17.963333333333303,49.89,6.93333333333333,83.09999999999998,17.9725,39.875,18.6,47.3522222222222,17.1,44.8633333333333,7.25,743.5,80.0,7.0,34.0,4.05,5.159211787395179,5.159211787395179,170.0
118,0.0,20.1,45.326666666666696,19.2,43.856,19.963333333333296,44.79,20.0,43.9666666666667,17.89,50.2233333333333,7.1266666666666705,82.8933333333333,18.0,39.7,18.6,47.2,17.1,44.79,7.3333333333333295,743.5,79.6666666666667,7.0,36.0,4.06666666666667,22.314217430539426,22.314217430539426,390.0
119,0.0,20.1,45.326666666666696,19.2,43.7,19.89,44.79,19.89,44.09,17.89,50.398,7.43333333333333,82.3333333333333,18.0,39.6633333333333,18.5,47.2,17.1,44.7,7.416666666666669,743.5,79.3333333333333,7.0,38.0,4.0833333333333295,32.005052256863564,32.005052256863564,90.0
120,0.0,20.1666666666667,46.993333333333304,19.2,43.76,19.89,44.79,19.89,44.1633333333333,17.89,50.56,7.5,81.0,18.0,39.59,18.5,47.1266666666667,17.1666666666667,44.6266666666667,7.5,743.5,79.0,7.0,40.0,4.1,49.59193100221455,49.59193100221455,60.0
121,0.0,20.1,46.43,19.1,43.8175,19.89,44.79,19.856666666666698,44.16,17.856666666666698,50.73,7.4,80.36,17.89,39.59,18.5,47.23,17.1666666666667,44.56,7.416666666666669,743.5,79.3333333333333,7.1666666666666705,40.0,4.06666666666667,24.77967889280989,24.77967889280989,290.0
122,0.0,20.1,46.03,19.1,43.838125,19.89,44.79,19.856666666666698,44.0266666666667,17.856666666666698,50.8633333333333,7.46666666666667,80.36,17.89,39.59,18.5,47.29,17.1,44.5,7.3333333333333295,743.5,79.6666666666667,7.3333333333333295,40.0,4.03333333333333,24.217476218473166,24.217476218473166,130.0
123,0.0,20.066666666666695,45.3633333333333,19.1,43.745,19.89,44.8633333333333,19.79,43.8633333333333,17.79,50.9333333333333,7.656666666666669,78.79,17.89,39.59,18.5,47.33,17.1,44.4,7.25,743.5,80.0,7.5,40.0,4.0,8.672116743400691,8.672116743400691,140.0
124,0.0,20.0,44.9633333333333,19.1,43.5955555555556,19.89,44.826666666666696,19.73,43.53,17.79,51.0,7.53,78.18999999999998,17.89,39.59,18.5,47.2825,17.1,44.326666666666696,7.16666666666667,743.5,80.3333333333333,7.666666666666669,40.0,3.9666666666666694,37.74104722542689,37.74104722542689,240.0
125,0.0,20.0,44.76,19.1,43.4888888888889,19.89,44.9,19.7,43.5,17.79,51.0,7.6233333333333295,78.73,17.945,39.565,18.5,47.1371428571429,17.1,44.29,7.0833333333333295,743.5,80.6666666666667,7.8333333333333295,40.0,3.9333333333333296,22.69477446097881,22.69477446097881,50.0
126,0.0,20.0,44.595,19.1,43.425,19.89,44.9,19.7,43.5,17.79,51.0,7.69,77.1966666666667,18.0777777777778,39.4766666666667,18.5,47.011333333333305,17.1,44.23,7.0,743.5,81.0,8.0,40.0,3.9,25.558489188551903,25.558489188551903,60.0
127,0.0,20.0,44.4333333333333,19.1,43.334,19.89,44.9,19.7,43.4666666666667,17.79,51.0,7.559999999999999,76.3233333333333,18.183333333333305,39.275,18.5,46.9166666666667,17.1,44.2,6.98333333333333,743.5499999999998,80.1666666666667,7.5,40.0,3.7333333333333294,10.37725566420704,10.37725566420704,60.0
128,0.0,20.0,44.26,19.1,43.29,19.89,44.9,19.7,43.4,17.79,51.0,7.43333333333333,76.4633333333333,18.183333333333305,39.09,18.5,46.8633333333333,17.1,44.2,6.96666666666667,743.6,79.3333333333333,7.0,40.0,3.56666666666667,11.432907136622816,11.432907136622816,60.0
129,0.0,20.0,44.2,19.1,43.29,19.89,44.9,19.6,43.2,17.73,51.0,7.295,77.4,18.1,39.09,18.5,46.79,17.1,44.1266666666667,6.95,743.65,78.5,6.5,40.0,3.4,29.785599815659225,29.785599815659225,370.0
130,0.0,20.0,44.06,19.033333333333296,43.23,19.945,44.9,19.6,43.1266666666667,17.79,51.0,6.9,77.6333333333333,18.066666666666695,39.06,18.5,47.0,17.1,44.0,6.93333333333333,743.7,77.6666666666667,6.0,40.0,3.2333333333333294,28.743609914090488,28.743609914090488,200.0
131,0.0,20.0,44.06,19.0,43.2,19.89,44.9,19.566666666666695,43.06,17.7,51.0,6.96666666666667,78.82666666666668,18.0,39.0,18.426666666666698,46.9333333333333,17.1,43.9333333333333,6.91666666666667,743.75,76.8333333333333,5.5,40.0,3.06666666666667,3.853219014126808,3.853219014126808,70.0
132,0.0,20.0,44.09,19.0,43.1266666666667,19.89,44.826666666666696,19.5,43.0,17.7,51.0,6.96666666666667,79.48999999999998,17.9725,39.0,18.463333333333296,47.0,17.1,43.79,6.9,743.7999999999998,76.0,5.0,40.0,2.9,1.777028979267925,1.777028979267925,50.0
133,0.0,20.0,44.03,19.0,43.09,19.89,44.9,19.463333333333296,43.06,17.7,51.0,6.8333333333333295,78.7566666666667,17.89,39.0,18.39,47.0,17.1,43.79,6.8,743.8166666666668,77.0,4.8333333333333295,40.0,3.0,32.13977460982278,32.13977460982278,40.0
134,0.0,19.963333333333296,43.9,18.926666666666698,43.09,19.89,44.9,19.39,43.0,17.7,51.0,6.366666666666671,79.06,18.033333333333296,39.09,18.39,46.9,17.1,43.7,6.7,743.833333333333,78.0,4.66666666666667,40.0,3.1,46.43075998174026,46.43075998174026,40.0
135,0.0,19.963333333333296,43.9,19.033333333333296,43.06,19.89,44.79,19.445,43.145,17.7,51.0,6.43333333333333,82.5333333333333,18.1666666666667,39.03,18.4975,46.6725,17.1,43.76,6.6,743.85,79.0,4.5,40.0,3.2,29.90462111774832,29.90462111774832,30.0
136,0.0,20.0,43.8633333333333,19.1,43.0,19.89,44.79,19.533333333333296,43.1633333333333,17.7,51.0,6.93333333333333,81.0266666666667,18.323333333333295,38.8333333333333,18.6666666666667,46.53,17.1666666666667,43.79,6.5,743.866666666667,80.0,4.3333333333333295,40.0,3.3,28.045037400443103,28.045037400443103,30.0
137,0.0,20.066666666666695,43.8633333333333,19.1333333333333,42.863333333333294,19.89,44.76,19.6,43.03,17.7,51.0,7.0,76.8333333333333,18.445,38.645,18.79,46.2233333333333,17.1666666666667,43.79,6.4,743.8833333333331,81.0,4.16666666666667,40.0,3.4,26.301386195700616,26.301386195700616,30.0
138,0.0,20.1,43.79,19.2,42.715,19.89,44.7,19.6,42.863333333333294,17.7,51.0,6.93333333333333,75.1333333333333,18.528571428571396,38.2535714285714,18.79,45.9808333333333,17.2,43.79,6.3,743.9,82.0,4.0,40.0,3.5,49.25476119387894,49.25476119387894,30.0
139,0.0,20.1,43.73,19.1363636363636,42.65,19.89,44.7,19.533333333333296,42.79,17.7,51.06,6.72666666666667,75.3333333333333,18.4877777777778,38.1877777777778,18.78,45.8877777777778,17.2,43.73,6.3333333333333295,743.95,80.8333333333333,4.5,38.16666666666669,3.3,25.382091116625816,25.382091116625816,40.0
140,0.0,20.1,43.56,19.13,42.59,19.89,44.76,19.39,42.59,17.6666666666667,51.0,6.526666666666671,73.76,18.39,38.027,18.716363636363603,45.81,17.2,43.6633333333333,6.36666666666667,744.0,79.6666666666667,5.0,36.3333333333333,3.1,34.139403933659196,34.139403933659196,50.0
141,0.0,20.1,43.4333333333333,19.1,42.59,19.89,44.79,19.39,42.59,17.6,51.0,6.3333333333333295,73.5,18.3757142857143,38.0,18.7,45.79,17.2,43.53,6.4,744.0499999999998,78.5,5.5,34.5,2.9,30.077060882467777,30.077060882467777,40.0
142,0.0,20.1,43.1633333333333,19.0375,42.53375,19.823333333333295,44.73,19.29,42.59,17.6,50.9666666666667,6.1233333333333295,75.7,18.242,37.9466666666667,18.7,45.7245454545455,17.1,43.4,6.43333333333333,744.1,77.3333333333333,6.0,32.66666666666669,2.7,11.94343388779089,11.94343388779089,40.0
143,0.0,20.1,43.03,19.007692307692295,42.43,19.79,44.7,19.29,42.59,17.6,50.9,6.19,76.3666666666667,18.2,37.9,18.63125,45.711875,17.1,43.326666666666696,6.46666666666667,744.15,76.1666666666667,6.5,30.8333333333333,2.5,12.908296333625914,12.908296333625914,40.0
144,0.0,20.066666666666695,42.8333333333333,19.0,42.41818181818179,19.79,44.7,19.26,42.56,17.6,50.9,6.156666666666671,76.8933333333333,18.138888888888896,37.9055555555556,18.6,45.79,17.1,43.26,6.5,744.2,75.0,7.0,29.0,2.3,36.46548116812481,36.46548116812481,60.0
145,10.0,20.0,42.6725,19.0,42.433333333333294,19.79,44.6633333333333,19.2,42.56,17.6,50.9,6.09,77.56,18.1,37.945454545454496,18.6,45.8083333333333,17.1,43.2,6.31666666666667,744.283333333333,76.6666666666667,7.0,30.8333333333333,2.43333333333333,22.628541570156806,22.628541570156806,60.0
146,20.0,20.0,42.53,18.99,42.47181818181821,19.79,44.59,19.2,42.6266666666667,17.6,50.79,6.09,77.995,18.1,38.045,18.6,45.9,17.1,43.145,6.133333333333329,744.366666666667,78.3333333333333,7.0,32.66666666666669,2.56666666666667,8.756338420789689,8.756338420789689,210.0
147,20.0,20.033333333333296,43.4966666666667,18.9022222222222,42.58,19.823333333333295,44.59,19.2,42.76,17.6,50.73,6.06,78.7,18.0181818181818,38.0572727272727,18.536363636363603,46.0,17.1,43.0,5.95,744.45,80.0,7.0,34.5,2.7,37.33491348102689,37.33491348102689,380.0
148,40.0,20.033333333333296,42.9633333333333,18.89,42.56,19.89,44.59,19.36,43.5666666666667,17.533333333333303,50.79,5.93333333333333,81.0333333333333,18.0,38.3441666666667,18.5,46.0,17.1,43.0,5.76666666666667,744.533333333333,81.6666666666667,7.0,36.3333333333333,2.8333333333333295,5.249382019974291,5.249382019974291,370.0
149,30.0,20.0,43.16,18.89,42.7966666666667,19.89,44.59,19.693333333333303,43.9,17.6,50.79,5.526666666666669,82.8933333333333,18.066666666666695,38.9,18.5,46.1266666666667,17.0666666666667,42.93,5.5833333333333295,744.616666666667,83.3333333333333,7.0,38.16666666666669,2.9666666666666694,43.22724745143205,43.22724745143205,230.0
150,40.0,20.0,43.9,18.856666666666698,43.4,19.79,44.4666666666667,20.1633333333333,43.8333333333333,17.6,50.745,5.26,83.4333333333333,18.1333333333333,39.3266666666667,18.5,46.3333333333333,17.0,42.863333333333294,5.4,744.7,85.0,7.0,40.0,3.1,30.732248583808538,30.732248583808538,80.0
151,30.0,20.0,43.7,18.856666666666698,43.4666666666667,19.79,44.4666666666667,20.29,43.6266666666667,17.5,50.826666666666696,5.06,84.2566666666667,18.2,39.3266666666667,18.6,46.6266666666667,17.033333333333303,42.8266666666667,5.3,744.75,86.0,6.8333333333333295,40.0,3.15,27.857976942323145,27.857976942323145,90.0
152,20.0,20.0,43.76,18.926666666666698,43.3633333333333,19.79,44.4,20.2,43.49,17.5,50.9,4.93333333333333,85.0633333333333,18.245,39.45,18.6666666666667,46.8333333333333,17.033333333333303,42.8266666666667,5.2,744.7999999999998,87.0,6.6666666666666705,40.0,3.2,16.438865952659402,16.438865952659402,70.0
153,10.0,20.033333333333296,44.0,19.0,43.29,19.79,44.4,20.2,43.0966666666667,17.5,51.0,4.93333333333333,86.4566666666667,18.2,39.26,18.7,47.0266666666667,17.0,42.7,5.1,744.85,88.0,6.5,40.0,3.25,22.65657227253541,22.65657227253541,40.0
154,0.0,20.1,44.26,19.2,43.29,19.89,44.4,20.1,42.845,17.5,51.0,5.0,87.66333333333331,18.2,39.1266666666667,18.76,46.9,17.0,42.76,5.0,744.9,89.0,6.3333333333333295,40.0,3.3,25.022048631217324,25.022048631217324,40.0
155,0.0,20.1,44.2,19.245,43.245,19.89,44.326666666666696,19.963333333333296,42.59,17.5,51.09,4.9,88.6333333333333,18.1,39.09,18.7,46.7675,17.0,42.79,4.9,744.95,90.0,6.1666666666666705,40.0,3.35,9.043318056501448,9.043318056501448,30.0
156,0.0,20.1,44.1266666666667,19.29,43.095,19.79,44.09,19.89,42.59,17.5,51.09,4.9,89.4266666666667,18.1,39.09,18.7,46.645,17.0,42.79,4.8,745.0,91.0,6.0,40.0,3.4,26.481530140154064,26.481530140154064,50.0
157,0.0,20.1,44.06,19.37,42.92,19.79,44.09,19.856666666666698,42.56,17.5,51.0,4.866666666666669,90.2266666666667,18.066666666666695,39.06,18.6,46.5,17.0,42.79,4.75,745.033333333333,91.3333333333333,6.1666666666666705,40.0,3.4,3.763787285424769,3.763787285424769,50.0
158,0.0,20.1,44.0,19.39,42.9,19.79,44.1266666666667,19.79,42.5,17.5,51.0,4.866666666666669,90.8933333333333,18.0,39.0,18.533333333333296,46.56,16.926666666666698,42.79,4.7,745.0666666666668,91.6666666666667,6.3333333333333295,40.0,3.4,13.887796632479875,13.887796632479875,60.0
159,0.0,20.1,43.9,19.39,42.76,19.79,44.2,19.76,42.53,17.5,51.0,4.93333333333333,91.4,17.963333333333303,39.0,18.5,46.9,16.89,42.79,4.65,745.1,92.0,6.5,40.0,3.4,10.63497596187517,10.63497596187517,50.0
160,0.0,20.1,43.826666666666696,19.39,42.7,19.79,44.2,19.7,42.53,17.5,51.0,4.93333333333333,91.26,17.89,39.0,18.5,47.1266666666667,16.963333333333303,42.863333333333294,4.6,745.1333333333331,92.3333333333333,6.6666666666666705,40.0,3.4,14.23952404875308,14.23952404875308,60.0
161,0.0,20.033333333333296,43.73,19.39,42.6633333333333,19.79,44.2,19.6666666666667,42.56,17.5,50.9666666666667,4.626666666666669,90.96333333333327,17.89,39.0,18.5,47.26,16.89,42.9,4.55,745.1666666666669,92.6666666666667,6.8333333333333295,40.0,3.4,44.75470514735207,44.75470514735207,60.0
162,0.0,20.1,43.73,19.39,42.53,19.79,44.29,19.6,42.5,17.5,50.9,4.4,91.2725,17.89,39.0,18.5,47.326666666666696,16.89,42.9,4.5,745.2,93.0,7.0,40.0,3.4,22.311766166239973,22.311766166239973,60.0
163,0.0,20.066666666666695,43.49,19.356666666666698,42.5,19.79,44.29,19.6,42.5,17.5,50.8633333333333,4.36666666666667,92.46,17.79,38.9,18.5,47.4,16.89,42.9,4.53333333333333,745.3166666666668,92.6666666666667,6.8333333333333295,40.0,3.4,38.9992444892414,38.9992444892414,50.0
164,0.0,20.0,43.29,19.29,42.433333333333294,19.79,44.29,19.533333333333296,42.5,17.5,50.79,4.53,93.19,17.79,38.9,18.39,47.4,16.89,42.9,4.56666666666667,745.4333333333329,92.3333333333333,6.6666666666666705,40.0,3.4,44.03095174347981,44.03095174347981,50.0
165,0.0,20.0,43.145,19.29,42.45,19.79,44.29,19.5,42.5,17.5,50.79,4.59,93.19,17.79,38.9,18.39,47.4,16.89,42.845,4.6,745.5499999999998,92.0,6.5,40.0,3.4,20.656210475135595,20.656210475135595,50.0
166,0.0,20.0,43.06,19.26,42.4666666666667,19.79,44.29,19.5,42.5,17.5,50.73,4.56,93.06,17.79,38.9666666666667,18.39,47.4,16.89,42.8266666666667,4.633333333333329,745.6666666666669,91.6666666666667,6.3333333333333295,40.0,3.4,3.1904240255244085,3.1904240255244085,50.0
167,0.0,19.926666666666698,43.0,19.2,42.4,19.79,44.29,19.463333333333296,42.4666666666667,17.39,50.59,4.36666666666667,92.93333333333328,17.79,39.0,18.39,47.4,16.89,42.9,4.66666666666667,745.783333333333,91.3333333333333,6.1666666666666705,40.0,3.4,16.774374584201727,16.774374584201727,50.0
168,0.0,19.89,42.863333333333294,19.2,42.3266666666667,19.79,44.29,19.39,42.4,17.39,50.53,4.263333333333329,93.3666666666667,17.73,39.0,18.39,47.4,16.89,42.9,4.7,745.9,91.0,6.0,40.0,3.4,36.18629733100533,36.18629733100533,60.0
169,0.0,19.89,42.79,19.2,42.3266666666667,19.79,44.26,19.39,42.433333333333294,17.39,50.5,4.263333333333329,93.8933333333333,17.7,39.0,18.39,47.326666666666696,16.89,42.9,4.8,745.95,90.5,6.1666666666666705,38.16666666666669,3.41666666666667,16.88076667487621,16.88076667487621,60.0
170,0.0,19.89,42.7,19.1,42.363333333333294,19.79,44.2,19.323333333333295,42.5,17.39,50.4666666666667,4.4,94.26333333333329,17.7,39.0,18.29,47.29,16.89,42.9,4.9,746.0,90.0,6.3333333333333295,36.3333333333333,3.43333333333333,31.520706124138087,31.520706124138087,40.0
171,0.0,19.823333333333295,42.6266666666667,19.1,42.29,19.79,44.1633333333333,19.29,42.5,17.39,50.4,4.46666666666667,94.3966666666667,17.7,39.0,18.29,47.29,16.89,42.8266666666667,5.0,746.0499999999998,89.5,6.5,34.5,3.45,42.03072770033032,42.03072770033032,30.0
172,20.0,19.79,42.59,19.044444444444398,42.24,19.73,44.09,19.29,42.5,17.39,50.4,4.6233333333333295,94.4,17.625,38.925,18.29,47.29,16.79,42.79,5.1,746.1,89.0,6.6666666666666705,32.66666666666669,3.4666666666666694,42.80658323550597,42.80658323550597,30.0
173,10.0,19.79,42.723333333333294,19.0,42.0563636363636,19.7,44.0,19.29,42.69,17.39,50.326666666666696,4.69,94.26,17.7245454545455,39.3272727272727,18.29,47.4816666666667,16.79,42.79,5.2,746.15,88.5,6.8333333333333295,30.8333333333333,3.4833333333333294,19.56796405138448,19.56796405138448,30.0
174,0.0,19.76,42.76,19.0,41.88666666666669,19.7,44.06,19.29,42.73,17.39,50.29,4.8333333333333295,94.3966666666667,17.78,39.6894444444444,18.362727272727305,47.7054545454545,16.89,43.1966666666667,5.3,746.2,88.0,7.0,29.0,3.5,19.024694280233238,19.024694280233238,40.0
175,10.0,19.7,42.7,19.0,41.988333333333294,19.7,44.1266666666667,19.23,42.79,17.39,50.29,4.96666666666667,94.59,17.806666666666697,40.1961111111111,18.479375,48.3425,16.89,43.796666666666695,5.3333333333333295,746.266666666667,87.3333333333333,6.8333333333333295,30.8333333333333,3.4,44.77227129973471,44.77227129973471,50.0
176,0.0,19.7,42.7,19.0,42.064285714285695,19.7,44.2,19.2,43.0,17.39,50.326666666666696,5.09,94.6266666666667,17.856666666666698,40.692222222222206,18.5588235294118,48.8417647058824,16.89,44.1933333333333,5.36666666666667,746.333333333333,86.6666666666667,6.6666666666666705,32.66666666666669,3.3,32.215788145549595,32.215788145549595,50.0
177,0.0,19.6333333333333,42.6266666666667,18.910625,42.2525,19.73,44.29,19.2,43.133333333333304,17.39,50.4666666666667,5.09,94.29333333333328,17.89,40.9377777777778,18.6,49.3227272727273,16.89,44.66,5.4,746.4,86.0,6.5,34.5,3.2,37.053932435810566,37.053932435810566,50.0
