ActivePower,ReactivePower,Voltage,Kitchen,Laundry,HVAC
2200.042,151.1,2200.042,1271.0,3901.0,12936.0
1774.2320000000002,138.194,1774.2320000000002,1120.0,2374.0,11042.0
1675.514,128.474,1675.514,3263.0,3590.0,5464.0
2210.22,159.748,2210.22,980.0,3881.0,14476.0
1576.3,154.412,1576.3,2550.0,502.0,5910.0
1801.96,173.65200000000002,1801.96,2394.0,566.0,11286.0
1706.918,175.274,1706.918,236.0,6651.0,9346.0
1917.566,147.44,1917.566,1156.0,4019.0,12544.0
1308.448,142.498,1308.448,2110.0,411.0,6154.0
1253.274,120.854,1253.274,1107.0,478.0,6670.0
2066.442,223.824,2066.442,2171.0,4778.0,13275.0
2053.516,185.68,2053.516,3322.0,588.0,12405.0
2325.99,152.446,2325.99,6279.0,2112.0,13878.0
1974.668,131.05,1974.668,1131.0,5988.0,7008.0
2015.856,127.83200000000001,2015.856,2246.0,3677.0,13494.0
1633.4720000000002,133.59799999999998,1633.4720000000002,2547.0,3831.0,7547.0
1370.822,116.44,1370.822,0.0,356.0,9022.0
1885.424,137.64,1885.424,2325.0,3605.0,11581.0
2471.15,175.06799999999998,2471.15,5153.0,375.0,17240.0
2146.3920000000003,175.97,2146.3920000000003,5045.0,1315.0,9769.0
1377.57,130.86,1377.57,1091.0,411.0,9387.0
2129.052,170.396,2129.052,1079.0,6657.0,14515.0
1691.672,142.54,1691.672,1106.0,3674.0,7989.0
1128.756,121.236,1128.756,0.0,422.0,6901.0
1631.918,125.306,1631.918,2133.0,775.0,13246.0
1970.7620000000002,203.68400000000003,1970.7620000000002,2929.0,874.0,13644.0
1696.318,150.572,1696.318,1124.0,2615.0,7552.0
1538.838,141.28,1538.838,2420.0,672.0,9466.0
2657.5159999999996,184.176,2657.5159999999996,2752.0,10713.0,17519.0
1218.8519999999999,132.864,1218.8519999999999,0.0,376.0,9003.0
1477.746,163.68,1477.746,3261.0,457.0,6527.0
1877.664,143.89,1877.664,1802.0,491.0,14522.0
2800.014,392.272,2800.014,7076.0,2499.0,15225.0
2232.986,213.514,2232.986,2554.0,5942.0,13007.0
1589.582,154.958,1589.582,0.0,425.0,11197.0
1670.406,178.782,1670.406,1174.0,3998.0,9874.0
1489.0639999999999,125.904,1489.0639999999999,838.0,403.0,11322.0
1395.862,145.878,1395.862,1719.0,417.0,8638.0
1862.39,184.646,1862.39,2174.0,3832.0,10921.0
2253.71,245.28400000000002,2253.71,4319.0,2457.0,14722.0
1791.418,227.854,1791.418,1030.0,4544.0,10401.0
1164.156,175.4,1164.156,0.0,2673.0,6788.0
1627.6760000000002,193.15,1627.6760000000002,971.0,5093.0,10603.0
1357.328,189.502,1357.328,1380.0,492.0,8406.0
1043.772,171.924,1043.772,1263.0,522.0,5296.0
1267.734,162.224,1267.734,824.0,2004.0,9400.0
903.166,168.696,903.166,0.0,634.0,3586.0
1008.24,198.118,1008.24,693.0,588.0,5488.0
659.052,167.118,659.052,0.0,621.0,2786.0
